"BIBTEXKEY","TITLE","final_decision","exclusion_reason","manual_decision"
"ratillaQuantitativeMarketingResearch2016","Quantitative marketing research","include","included_by_automation","unreviewed"
"rathbunApplyingGrossSavings","Applying gross savings and net savings in an integrated policy framework","include","included_by_automation","unreviewed"
"rasoolInvestigatingNexusInformation2023","Investigating the nexus between information technology capabilities, knowledge management, and green product innovation: evidence from {SME} industry","include","included_by_automation","unreviewed"
"rashidEconomicModelEvaluating2021","Economic model for evaluating the value creation through information sharing within the cybersecurity information sharing ecosystem","include","included_by_automation","unreviewed"
"rasanenIntelligentInformationServices","Intelligent information services in environmental applications","include","included_by_automation","unreviewed"
"rappConceptualizingSalespersonCompetitive2011","Conceptualizing salesperson competitive intelligence: an individual-level perspective","include","included_by_automation","unreviewed"
"raoIntroductionDecisionAnalysis2011","An introduction to decision analysis","exclude","title_duplicate","unreviewed"
"raoInformationCommunicationTechnologies2011","Information and communication technologies ({ICT}) in building knowledge processes in vulnerable ecosystems: a case for sustainability","include","included_by_automation","unreviewed"
"ranSupplychainTransparencyGovernance2016","Supply-chain transparency and governance systems: market penetration of the {I}-choose system","include","included_by_automation","unreviewed"
"randma-liivAdoptionNotEnough2022","Adoption is not enough: institutionalization of e-participation initiatives","include","included_by_automation","unreviewed"
"ranaEnhancingSustainableSupply2023","Enhancing sustainable supply chain performance by adopting sustainable lean six sigma-industry 4.0 practices","include","included_by_automation","unreviewed"
"ramseyHowComparativeEffectiveness2011","How comparative effectiveness research can help advance `personalized medicine' in cancer treatment","include","included_by_automation","unreviewed"
"ramseyCosteffectivenessAnalysisAlongside2015a","Cost-effectiveness analysis alongside clinical trials {II}—an {ISPOR} good research practices task force report","exclude","doi_duplicate","unreviewed"
"ramponiAssessingPotentialHTA2022","Assessing the potential of {HTA} to inform resource allocation decisions in low-income settings: the case of {Malawi}","include","included_by_automation","unreviewed"
"ramosSystematicReviewResearch2015","A systematic review of research guidelines in decision-analytic modeling","include","included_by_automation","unreviewed"
"ramosCostEffectivenessAngiotensin2017","Cost effectiveness of the angiotensin receptor neprilysin inhibitor sacubitril/valsartan for patients with chronic heart failure and reduced ejection fraction in the {Netherlands}: a country adaptation analysis under the former and current dutch pharmacoeconomic guidelines","include","included_by_automation","unreviewed"
"raminIntegrationNumericalModeling2011","Integration of numerical modeling and bayesian analysis for setting water quality criteria in {Hamilton} harbour, ontario, canada","include","included_by_automation","unreviewed"
"ramburngopaulSystematicAnalysisERP2016","A systematic analysis of {ERP} implementation challenges and coping mechanisms: the case of a large, decentralised, public organisation in {South} {Africa}","include","included_by_automation","unreviewed"
"ramaswamyReconceptualisingParkinsonIllness2016","Reconceptualising parkinson's from illness to wellness: advancing physiotherapy practice through action research","include","included_by_automation","unreviewed"
"ramasamyHighValueInformation2021","High value information for managers in organisations","include","included_by_automation","unreviewed"
"ramanathanInvestigationRankReversal2011","An investigation into rank reversal properties of the multiplicative {AHP}","include","included_by_automation","unreviewed"
"ramadhanInfluenceAutomationBuilding2016","Influence of automation of building plans approval process on performance of employees at the planning department of kisumu city-kenya","include","included_by_automation","unreviewed"
"ramachandranKnowledgeIgnoranceReinforcement2011","Knowledge and ignorance in reinforcement learning","include","included_by_automation","unreviewed"
"raineroFoodTrackingBlockchaininduced2021","Food tracking and blockchain-induced knowledge: a corporate social responsibility tool for sustainable decision-making","include","included_by_automation","unreviewed"
"rahmanImpactsInformationCommunication","Impacts of information and communication technology to health and environment","include","included_by_automation","unreviewed"
"rahmafitriaApplyingKnowledgeSocial2021","Applying knowledge, social concern and perceived risk in planned behavior theory for tourism in the covid-19 pandemic","include","included_by_automation","unreviewed"
"rahimanBayesianNetworks2011","Bayesian networks","include","included_by_automation","unreviewed"
"rahikainenIntegrativeManagementAdvice2014","Toward integrative management advice of water quality, oil spills, and fishery in the gulf of {Finland}: a bayesian approach","include","included_by_automation","unreviewed"
"rahbarEfficientOnlineDecision2023","Efficient online decision tree learning with active feature acquisition","include","included_by_automation","unreviewed"
"rahatiPersuasiveAdaptiveTutorial2011","Persuasive and adaptive tutorial dialogues for a medical diagnosis tutoring system","include","included_by_automation","unreviewed"
"raghavawasthiArtificialIntelligenceHealthcare","Artificial intelligence in healthcare: 2022 year in review","include","manually_included","include"
